Employee_ID,Attrition_rate
EID_22713,0.3054336
EID_9658,0.29759699999999994
EID_22203,0.281009
EID_7652,0.2594770000000001
EID_6516,0.2124194
EID_20283,0.2028971666666667
EID_21014,0.20561016666666673
EID_7693,0.265276
EID_13232,0.29969500000000004
EID_6515,0.21196933333333337
EID_13639,0.20798124999999998
EID_14669,0.3110657500000001
EID_16537,0.26892500000000014
EID_5782,0.2938256666666667
EID_20157,0.2879873333333334
EID_1855,0.2726646666666667
EID_20748,0.32357400000000003
EID_23179,0.2081668333333332
EID_12838,0.2092035
EID_21656,0.269685
EID_8844,0.2668476666666666
EID_1536,0.19942700000000005
EID_8822,0.2831029999999999
EID_11398,0.2375216904761905
EID_12965,0.229222
EID_5204,0.26842316666666677
EID_10030,0.33131299999999997
EID_13227,0.2451289999999999
EID_20607,0.2195938
EID_14070,0.21926375000000006
EID_3755,0.23801550000000002
EID_5459,0.2935544333333334
EID_7697,0.25447599999999987
EID_3935,0.22834649999999995
EID_19046,0.2476490666666667
EID_4040,0.22166633333333338
EID_17730,0.24908049999999995
EID_4995,0.16953616666666665
EID_24653,0.31177183333333347
EID_6978,0.21480166666666672
EID_13775,0.23184983333333328
EID_14608,0.2726064166666667
EID_3148,0.25668199999999997
EID_24868,0.23024850000000008
EID_5521,0.2194419999999999
EID_21155,0.329545
EID_3840,0.2185853333333333
EID_10646,0.2681691666666665
EID_6711,0.25080050000000004
EID_16247,0.25212500000000004
EID_16789,0.23475908333333334
EID_17967,0.24403449999999996
EID_13270,0.2750313333333333
EID_18462,0.2635267666666666
EID_22248,0.23788800000000002
EID_22693,0.23350670000000015
EID_25662,0.24074332142857127
EID_23346,0.23526300000000006
EID_4437,0.24570666666666674
EID_18108,0.23813149999999994
EID_7000,0.2078844000000001
EID_22770,0.21726616666666676
EID_7816,0.2499479166666666
EID_19615,0.33117500000000005
EID_23807,0.2340547142857144
EID_16764,0.2975285833333333
EID_16818,0.20296760000000003
EID_22712,0.2204694166666666
EID_18198,0.2338861666666667
EID_11154,0.2328856666666666
EID_22137,0.23642453333333335
EID_11655,0.21634300000000006
EID_18514,0.26429733333333333
EID_24742,0.2748323333333334
EID_16019,0.18753399999999992
EID_7357,0.23636953333333338
EID_20106,0.3090803333333331
EID_13284,0.25602299999999995
EID_5451,0.2676082000000001
EID_19728,0.27662549999999997
EID_9178,0.2503824999999998
EID_13177,0.1715354166666666
EID_14300,0.32618500000000006
EID_4379,0.2220526666666667
EID_11285,0.25093525
EID_14882,0.32132966666666685
EID_9969,0.17144699999999993
EID_23643,0.17796116666666667
EID_5935,0.18955466666666673
EID_7741,0.232849
EID_6176,0.2690478666666666
EID_5418,0.38230219999999976
EID_20626,0.260328
EID_1725,0.21904233333333323
EID_14317,0.2456761666666667
EID_12120,0.20904799999999996
EID_20264,0.2967096666666666
EID_16691,0.20021170000000005
EID_1093,0.24433183333333336
EID_2565,0.18647883333333326
EID_11463,0.19489985714285718
EID_12005,0.19425148333333322
EID_10326,0.27604280000000003
EID_12582,0.19167291666666667
EID_18228,0.2289845833333333
EID_11670,0.23884949999999996
EID_24257,0.14594800000000002
EID_7024,0.2524139999999999
EID_10382,0.23989286666666668
EID_20210,0.18897203571428572
EID_10294,0.206403
EID_19941,0.3326044333333333
EID_25572,0.1853273333333333
EID_7758,0.15921061904761902
EID_22718,0.27308400000000005
EID_1078,0.21577300000000002
EID_8227,0.21497766666666662
EID_1702,0.22903966666666675
EID_3532,0.27344499999999994
EID_22452,0.1962571666666665
EID_3019,0.23701391666666669
EID_22264,0.2996069999999999
EID_9866,0.29641758333333335
EID_3520,0.1941899999999999
EID_21098,0.27535075
EID_1186,0.26507200000000003
EID_12355,0.298
EID_11020,0.18533999999999995
EID_19193,0.21364849999999996
EID_17787,0.17946100000000004
EID_13719,0.3190145999999999
EID_24449,0.22380900000000004
EID_12957,0.22830641666666662
EID_24794,0.15558660000000002
EID_2866,0.21421266666666672
EID_10563,0.20509989999999992
EID_22492,0.23954633333333344
EID_4106,0.2284095999999999
EID_6648,0.1424452666666667
EID_7209,0.2409390000000001
EID_9692,0.2701658
EID_22763,0.1824591142857143
EID_12622,0.23139525
EID_9831,0.19779599999999997
EID_5731,0.22691450000000002
EID_1114,0.2145408333333333
EID_25017,0.30693800000000004
EID_22956,0.19470816666666668
EID_5549,0.20719183333333333
