Employee_ID,Attrition_rate
EID_22713,0.3164481481481481
EID_9658,0.3438142857142857
EID_22203,0.25933500000000004
EID_7652,0.10011999999999999
EID_6516,0.16016042654028445
EID_20283,0.1495075471698113
EID_21014,0.11784400000000003
EID_7693,0.16016042654028445
EID_13232,0.15628370607028755
EID_6515,0.10011999999999999
EID_13639,0.31074285714285715
EID_14669,0.19053000000000003
EID_16537,0.27822857142857144
EID_5782,0.55674
EID_20157,0.15628370607028755
EID_1855,0.25755
EID_20748,0.14372335329341315
EID_23179,0.13650555555555555
EID_12838,0.18370117647058815
EID_21656,0.1495075471698113
EID_8844,0.054900000000000004
EID_1536,0.1856811594202898
EID_8822,0.28354999999999997
EID_11398,0.16016042654028445
EID_12965,0.3164481481481481
EID_5204,0.10705
EID_10030,0.21123709677419358
EID_13227,0.18370117647058815
EID_20607,0.18370117647058815
EID_14070,0.18462083333333335
EID_3755,0.3114
EID_5459,0.1485071428571429
EID_7697,0.18596911764705887
EID_3935,0.12532193877551015
EID_19046,0.3346025
EID_4040,0.1856811594202898
EID_17730,0.25933500000000004
EID_4995,0.15628370607028755
EID_24653,0.18462083333333335
EID_6978,0.26071750000000005
EID_13775,0.3114
EID_14608,0.21123709677419358
EID_3148,0.16921964285714292
EID_24868,0.20607499999999998
EID_5521,0.12532193877551015
EID_21155,0.79936
EID_3840,0.18370117647058815
EID_10646,0.18370117647058815
EID_6711,0.25933500000000004
EID_16247,0.09744571428571427
EID_16789,0.15628370607028755
EID_17967,0.09744571428571427
EID_13270,0.18648040201005014
EID_18462,0.19770414201183437
EID_22248,0.18362307692307697
EID_22693,0.16921964285714292
EID_25662,0.16016042654028445
EID_23346,0.22495999999999994
EID_4437,0.0377
EID_18108,0.12532193877551015
EID_7000,0.1514830303030303
EID_22770,0.14436086956521738
EID_7816,0.11755714285714283
EID_19615,0.18596911764705887
EID_23807,0.1856811594202898
EID_16764,0.1495075471698113
EID_16818,0.2715833333333334
EID_22712,0.18648040201005014
EID_18198,0.25482499999999997
EID_11154,0.3007111111111111
EID_22137,0.43110000000000004
EID_11655,0.18370117647058815
EID_18514,0.27100454545454544
EID_24742,0.10943333333333333
EID_16019,0.13629
EID_7357,0.18370117647058815
EID_20106,0.6355799999999999
EID_13284,0.19770414201183437
EID_5451,0.17423333333333335
EID_19728,0.13789473684210526
EID_9178,0.18596911764705887
EID_13177,0.12532193877551015
EID_14300,0.22658999999999996
EID_4379,0.17718380952380958
EID_11285,0.18370117647058815
EID_14882,0.18596911764705887
EID_9969,0.18370117647058815
EID_23643,0.12532193877551015
EID_5935,0.1286
EID_7741,0.16016042654028445
EID_6176,0.1856811594202898
EID_5418,0.21123709677419358
EID_20626,0.18596911764705887
EID_1725,0.1514830303030303
EID_14317,0.27100454545454544
EID_12120,0.08711250000000001
EID_20264,0.18370117647058815
EID_16691,0.55335
EID_1093,0.14935
EID_2565,0.18370117647058815
EID_11463,0.18596911764705887
EID_12005,0.14372335329341315
EID_10326,0.20580588235294117
EID_12582,0.16016042654028445
EID_18228,0.19770414201183437
EID_11670,0.25933500000000004
EID_24257,0.17718380952380958
EID_7024,0.18370117647058815
EID_10382,0.15628370607028755
EID_20210,0.3346025
EID_10294,0.17718380952380958
EID_19941,0.13795000000000004
EID_25572,0.17718380952380958
EID_7758,0.18370117647058815
EID_22718,0.24301818181818183
EID_1078,0.14436086956521738
EID_8227,0.16016042654028445
EID_1702,0.365125
EID_3532,0.1856811594202898
EID_22452,0.12532193877551015
EID_3019,0.14372335329341315
EID_22264,0.19698076923076924
EID_9866,0.6355799999999999
EID_3520,0.17269230769230776
EID_21098,0.18362307692307697
EID_1186,0.22495999999999994
EID_12355,0.14436086956521738
EID_11020,0.23534999999999998
EID_19193,0.13629
EID_17787,0.12532193877551015
EID_13719,0.10705
EID_24449,0.1320916666666667
EID_12957,0.17718380952380958
EID_24794,0.16016042654028445
EID_2866,0.7585999999999998
EID_10563,0.20837843137254902
EID_22492,0.47092
EID_4106,0.16016042654028445
EID_6648,0.16016042654028445
EID_7209,0.16016042654028445
EID_9692,0.6755000000000001
EID_22763,0.12532193877551015
EID_12622,0.16016042654028445
EID_9831,0.09278032786885247
EID_5731,0.1856811594202898
EID_1114,0.12532193877551015
EID_25017,0.14213260869565217
EID_22956,0.1384777777777778
EID_5549,0.18648040201005014
EID_12022,0.04402857142857143
EID_8034,0.1644142857142857
EID_20644,0.13650555555555555
EID_20125,0.14372335329341315
EID_21957,0.18648040201005014
EID_8870,0.14436086956521738
EID_2305,0.27100454545454544
EID_3977,0.33002
EID_14845,0.18370117647058815
EID_6629,0.22658999999999996
EID_14577,0.08704814814814815
EID_24509,0.09744571428571427
EID_1530,0.07804285714285715
EID_21524,0.27100454545454544
EID_6647,0.22495999999999994
EID_19730,0.16921964285714292
EID_4424,0.13089565217391305
EID_7964,0.1856811594202898
EID_6289,0.1856811594202898
EID_2899,0.12532193877551015
EID_2827,0.25755
EID_8801,0.19698076923076924
EID_20454,0.0839
EID_18988,0.15628370607028755
EID_8405,0.18370117647058815
EID_14497,0.10943333333333333
EID_11769,0.18596911764705887
EID_21353,0.15628370607028755
EID_2221,0.07791999999999999
EID_13218,0.15628370607028755
EID_4576,0.18648040201005014
EID_17470,0.3874666666666666
EID_14817,0.22658999999999996
EID_21845,0.18370117647058815
EID_21987,0.16921964285714292
EID_1168,0.18370117647058815
EID_14315,0.18283333333333332
EID_5043,0.1448
EID_1967,0.25474
EID_22274,0.13120263157894735
EID_11091,0.1514830303030303
EID_18421,0.18370117647058815
EID_8316,0.16016042654028445
EID_13308,0.3346025
EID_19481,0.21123709677419358
EID_17732,0.1384777777777778
EID_4504,0.17431111111111114
EID_2539,0.15628370607028755
EID_19529,0.18370117647058815
EID_2279,0.25933500000000004
EID_14508,0.18370117647058815
EID_12241,0.14372335329341315
EID_11530,0.16016042654028445
EID_20147,0.12532193877551015
EID_6154,0.18648040201005014
EID_3523,0.1856811594202898
EID_20453,0.14372335329341315
EID_11929,0.556075
EID_12840,0.19770414201183437
EID_22320,0.18596911764705887
EID_25383,0.16016042654028445
EID_10731,0.16016042654028445
EID_1017,0.18370117647058815
EID_1819,0.08615
EID_22849,0.18370117647058815
EID_12290,0.18370117647058815
EID_24238,0.3164481481481481
EID_3105,0.1856811594202898
EID_14242,0.1495075471698113
EID_16569,0.1495075471698113
EID_8094,0.18596911764705887
EID_7824,0.19698076923076924
EID_8978,0.20837843137254902
EID_25314,0.15628370607028755
EID_17810,0.16921964285714292
EID_14856,0.14436086956521738
EID_22144,0.18370117647058815
EID_23603,0.1514830303030303
EID_7211,0.16016042654028445
EID_19340,0.28712
EID_1501,0.04464
EID_22111,0.1312583333333334
EID_16147,0.1312583333333334
EID_16746,0.17269230769230776
EID_20777,0.04868000000000001
EID_12999,0.22658999999999996
EID_21663,0.19770414201183437
EID_11862,0.1502222222222222
