-0.03323403	0.098335594	-0.0066125114	0.042096507	-0.041717034	0.008498283	0.0036594414	-0.08491873	-0.023275372	-0.035437915	-0.028183587	0.00032828958	-0.009993457	-0.19812433	0.020076254	0.10491839
-0.004464742	0.13313405	0.0122457035	0.043641455	-0.009712957	-0.015960947	0.07884435	-0.027697247	-0.00606014	-0.052297655	0.010398628	-0.025810963	-0.021752324	-0.18714143	0.0606743	0.11458204
-0.12041146	0.11369066	-0.04198319	-0.0356673	0.04087216	-0.020763572	0.020419085	-0.03374637	-0.037223835	-0.05826941	0.013230608	-0.013522404	-0.08030702	-0.14885004	0.0073939865	0.05326232
-0.08439268	0.07034879	-0.0011832034	-0.0067952755	0.017660663	-0.038589384	0.08179538	-0.062493492	-0.055899084	0.0023591095	0.013976157	0.039484326	-0.001840998	-0.1810232	-0.00010059143	0.04973831
0.01217186	0.12787227	0.006402654	0.06964664	0.011705611	-0.07894787	0.03402339	-0.0572359	-0.025658837	-0.01144576	-0.01052397	-0.017601354	-0.036384594	-0.1325726	0.038247008	0.03810557
-0.016890738	0.09466199	0.017701814	-0.013948533	-0.031452425	-0.06457947	0.01585247	-0.099020354	-0.02188888	-0.010780425	0.011247951	-0.048584737	0.058995053	-0.1418063	0.032320365	0.12882863
-0.03383997	0.11580758	0.03387387	0.03554191	0.0725884	-0.022701398	-0.002134235	-0.10318311	-0.0120355245	-0.08296098	-0.03873283	0.00050880964	-0.0654573	-0.17417614	0.10624056	0.034452256
-0.0998342	0.12215181	-0.017314149	0.046943434	0.049475808	-0.0041560987	-0.0022403311	-0.07295869	0.004587871	-0.052443955	-0.033421595	0.025642263	0.0034184505	-0.19098625	0.026697246	0.064330295
-0.12593713	0.07885556	0.007673932	-0.018576477	0.03621631	0.036234096	0.06022256	0.007947763	0.06406228	-0.018614536	-0.010295512	-0.031176696	0.00856689	-0.21732652	-0.019798748	0.060003716
-0.07567145	0.14848119	0.013635286	-0.046804834	0.1076073	-0.038059767	0.096208945	-0.07599681	-0.10982747	-0.053523213	-0.0051981555	0.013795756	0.0054385704	-0.121004984	0.05472661	-0.0028528024
-0.07783481	0.07330616	-0.027409056	0.048690073	0.04792996	-0.016204491	0.044265963	-0.02137479	-0.04079074	-0.0006223754	-0.022775698	-0.0119157005	-0.06157525	-0.16509372	-0.005189951	0.12934853
0.029571483	0.07937857	0.007996302	-0.032426532	-0.020974172	-0.10438422	0.07220214	-0.08807816	-0.042075224	0.03492156	-0.032021746	0.023944117	-0.05541197	-0.18708941	0.07637593	0.02070237
