Item_Id,Low_Cap_Price
IT_265079,2384.054528150172
IT_265087,4105.864279565912
IT_265107,11147.926654471026
IT_265139,10251.445072402938
IT_265142,2989.823860443185
IT_265144,1730.1105843905434
IT_265148,3490.001624092334
IT_265156,7758.154228058369
IT_265162,8762.28538661521
IT_265170,7391.259827264227
IT_265175,6603.344217989535
IT_265181,6416.34093792495
IT_265183,6408.141465589999
IT_265184,6226.721359629732
IT_265196,7263.742983512891
IT_265201,9044.873606629113
IT_265205,8700.559392495783
IT_265244,4113.776172776698
IT_265255,13458.21149999955
IT_265259,9361.449971240523
IT_265264,8662.024618504987
IT_265274,4605.198555418646
IT_265275,5685.900531015168
IT_265294,1040.8167918964132
IT_265315,11092.070095471445
IT_265317,3467.7019751263033
IT_265332,6319.374344517557
IT_265338,6604.828688567236
IT_265339,6300.0211759333
IT_265341,6801.643909034757
IT_265349,6044.805316975283
IT_265350,6908.295998704669
IT_265360,7467.261288593984
IT_265379,5136.435577290277
IT_265382,9996.739995895932
IT_265417,10811.756496927872
IT_265448,2971.9427368103225
IT_265455,3384.048942116372
IT_265482,6825.335812664312
IT_265490,6063.610622100694
IT_265495,7263.032529689345
IT_265499,5742.134590116586
IT_265500,7102.104485685256
IT_265504,8505.41784478215
IT_265507,7306.816890262543
IT_265533,7011.485022573952
IT_265566,11379.050264083096
IT_265568,5622.64445638589
IT_265575,9459.616790421609
IT_265577,3552.798482306431
IT_265581,8422.097638655669
IT_265611,7278.652072469931
IT_265615,4898.2090745449095
IT_265647,5693.627525103663
IT_265697,9298.705891853544
IT_265701,3593.1058594611613
IT_265702,3097.7890674747346
IT_265703,1594.2239671466014
IT_265720,9832.536054787026
IT_265734,6879.041977710852
IT_265736,6869.082846175209
IT_265740,6413.216145378873
IT_265742,6634.0466675329235
IT_265747,6976.513837549638
IT_265751,6837.135192665837
IT_265757,9226.951953280091
IT_265792,6290.42585448064
IT_265816,6213.560403136133
IT_265819,2666.3883123455817
IT_265866,14023.302175254834
IT_265869,9465.666033128036
IT_265874,2897.859460394186
IT_265880,2467.2834403016823
IT_265905,6692.832027901838
IT_265911,6432.852042846854
IT_265922,8637.979286708327
IT_265927,8413.52238364143
IT_265932,9034.475531328306
IT_265935,6969.179856109427
IT_265948,4811.8085422053055
IT_265966,5697.290762845342
IT_265976,3787.898356968787
IT_265999,8494.459222451267
IT_266030,6032.449790370068
IT_266056,2276.502817109481
IT_266058,3316.166505635121
IT_266060,1571.1093439138767
IT_266069,2221.7553580433137
IT_266096,11326.830076415597
IT_266103,6987.226654362584
IT_266111,6385.896698490375
IT_266115,6777.19959080397
IT_266124,8704.701269622321
IT_266128,9139.613946295565
IT_266132,7122.121270945197
IT_266137,6649.907321038802
IT_266141,3762.5460215936882
IT_266155,15093.296356228391
IT_266157,13711.20391543155
IT_266166,6159.14710253318
IT_266175,3883.732835979441
IT_266188,5450.541535180745
IT_266255,695.904275421986
IT_266258,2370.0902828261706
IT_266264,2954.850605085179
IT_266281,11438.743211104069
IT_266298,7199.609239155159
IT_266299,6595.6269887837925
IT_266307,6033.081874434831
IT_266318,6596.320737209052
IT_266322,8446.074027411549
IT_266324,6694.3998343779285
IT_266334,6914.183639879094
IT_266338,3652.602940245025
IT_266354,10227.038440164597
IT_266366,1990.6698082271973
IT_266376,4016.2120861576286
IT_266402,7159.087132263277
IT_266413,5207.1610488389015
IT_266453,1132.8037524254185
IT_266498,6883.4340492829
IT_266499,2960.684119530035
IT_266506,6412.541417330336
IT_266514,6329.872001303833
IT_266523,8424.693630076945
IT_266532,6962.494396165151
IT_266536,6989.667455573723
IT_266537,6371.654455328545
IT_266541,3709.3253895259904
IT_266556,12473.597854618245
IT_266557,14263.154652971949
IT_266571,2264.900473887373
IT_266578,2849.9126063392246
IT_266594,6769.890958397619
IT_266650,8795.318825142484
IT_266665,1895.5863191053322
IT_266667,8301.951566545325
IT_266671,3657.894325301831
IT_266684,8251.531680819497
IT_266700,6403.6965859622
IT_266703,6774.0173587183335
IT_266715,8023.473111634749
IT_266731,8547.282847700473
IT_266741,6218.134029264544
IT_266744,6437.806297863169
IT_266752,6368.913700179137
IT_266786,11483.17499189066
IT_266806,6220.668174462212
IT_266825,11718.477949456083
IT_266833,2752.5698510053016
IT_266836,2020.2446415623149
IT_266842,2245.7964337658086
IT_266855,6044.400422900665
IT_266915,11036.219816118526
IT_266927,9301.959405426067
IT_266950,7575.428140998347
IT_266955,12029.271826907934
IT_266974,6831.08364233153
IT_266977,6417.169533293655
IT_266981,6166.938582114634
IT_266983,6135.781339258481
IT_266988,6590.0557472506525
IT_266993,5561.096496096441
IT_266994,6848.319813576846
IT_266996,8480.958887759713
IT_266999,6389.51766078046
IT_267001,8533.649960080675
IT_267003,6663.435706547147
IT_267004,6263.0233797416595
IT_267019,2974.8458282593606
IT_267026,14490.127618652623
IT_267049,4050.7224653501307
IT_267067,2545.920737542557
IT_267121,9872.457613363833
IT_267125,1841.9429482067449
IT_267130,3291.8621906561475
IT_267169,6246.900740039063
IT_267181,7087.379251239744
IT_267189,6190.657457182396
IT_267194,7283.8701611170445
IT_267202,4194.1842402978145
IT_267243,2529.7584288550684
IT_267326,6147.459110657432
IT_267328,6168.33831544784
IT_267333,5310.765902220616
IT_267401,2447.3513580942363
IT_267411,5524.379342379748
IT_267468,1650.48408784512
IT_267471,4744.538445519318
IT_267474,5264.026218959186
IT_267476,3962.2787301216517
IT_267495,10290.846887914882
IT_267513,6947.4776385859695
IT_267517,5904.118573328451
